name,city,iata,latitude,longitude
Marinduque Airport,Gasan,MRQ,13.360967,121.825583
Hamadan Airport,Hamadan,HDM,34.869167,48.5525
St Augustin Airport,St-Augustin,YIF,51.2117,-58.6583
Vieques Airport,Vieques Island,VQS,18.1158,-65.4227
Kalay Airport,Kalemyo,KMV,23.188811,94.051094
Terre-de-Haut Airport,Les Saintes,LSS,15.8644,-61.5806
Yenisehir Airport,Yenisehir,YEI,40.255208,29.562569
Tekirdağ Çorlu Airport,Çorlu,TEQ,41.13825,27.919094
Sinop Airport,Sinop,SIC,42.0158,35.0664
Mus Airport,Mus,MSR,38.747769,41.661236
Canakkale Airport,Canakkale,CKZ,40.137722,26.426777
Anadolu Airport,Eskissehir,AOE,39.809858,30.519378
Katima Mulilo Airport,Mpacha,MPA,-17.6344,24.1767
Walvis Bay Airport,Walvis Bay,WVB,-22.9799,14.6453
Capitan Corbeta C A Curbelo International Airport,Punta del Este,PDP,-34.855139,-55.094278
Sialkot Airport,Sialkot,SKT,32.5356,74.3639
Bonaventure Airport,Bonaventure,YVB,48.0711,-65.4603
Brus Laguna Airport,Brus Laguna,BHG,15.7631,-84.5436
Samburu South Airport,Samburu South,UAS,0.530583,37.5342
Chaoyang Airport,Chaoyang,CHG,41.5381,120.435
Walaha Airport,Walaha,WLH,-15.412,167.691
Tanjung Manis Airport,Tanjung Manis,TGC,2.17784,111.202
Long Akah Airport,Long Akah,LKH,3.3,114.783
Geneina Airport,Geneina,EGN,13.4817,22.4672
Togiak Airport,Togiak Village,TOG,59.0528,-160.397
Port Heiden Airport,Port Heiden,PTH,56.9591,-158.633
King Cove Airport,King Cove,KVC,55.1163,-162.266
New Stuyahok Airport,New Stuyahok,KNW,59.4499,-157.328
Igiugig Airport,Igiugig,IGG,59.324,-155.902
Shimla Airport,Shimla,SLV,31.081803,77.067967
Nanded Airport,Nanded,NDC,19.1833,77.3167
Kangra Airport,Kangra,DHM,32.1651,76.2634
Shahre Kord Airport,Shahre Kord,CQD,32.2972,50.8422
Sege Airport,Sege,EGM,-8.57889,157.876
Burgos Airport,Burgos,RGS,42.357628,-3.620764
Leon Airport,Leon,LEN,42.589,-5.655556
Deering Airport,Deering,DRG,66.0696,-162.766
Sugraly Airport,Zarafshan,AFS,41.6139,64.2332
Mardin Airport,Mardin,MQM,37.2233,40.6317
Tacheng Airport,Tacheng,TCG,46.6725,83.3408
Tocache Airport,Tocache,,-8.183,-76.517
Nueva Loja Airport,Lago Agrio,LGQ,0.093056,-76.8675
Parsabade Moghan Airport,Parsabad,PFQ,39.603606,47.8815
Ilam Airport,Ilam,IIL,33.586606,46.404842
Gorgan Airport,Gorgan,GBT,36.909381,54.401339
Sahand Airport,Maragheh,ACP,37.348017,46.127903
Romblon Airport,Romblon,TBH,12.311,122.085
Changzhoudao Airport,Wuzhou,WUZ,23.4567,111.248
Hami Airport,Hami,HMI,42.8414,93.6692
Sand Point Airport,Sand Point,SDP,55.315,-160.523
Gorakhpur Airport,Gorakhpur,GOP,26.739708,83.449708
Araracuara Airport,Araracuara,ACR,-0.58,-72.41
Hagerstown Regional Richard A Henson Field,Hagerstown,HGR,39.7079,-77.7295
Bella Coola Airport,Bella Coola,QBC,52.3875,-126.596
Pajala Airport,Pajala,PJA,67.2456,23.0689
Port Clarence Coast Guard Station,Port Clarence,KPC,65.2537,-166.859
Governador Valadares Airport,Governador Valadares,GVR,-18.8952,-41.9822
Kirovsk-Apatity Airport,Apatity,KVK,67.4633,33.5883
Cauayan Airport,Cauayan,CYZ,16.929861,121.753036
Tambor Airport,Nicoya,TMU,9.73852,-85.0138
Arenal Airport,La Fortuna/San Carlos,FON,10.478,-84.6345
Imo Airport,Imo,QOW,5.42706,7.20603
Arctic Village Airport,Arctic Village,ARC,68.1147,-145.579
Tasiujaq Airport,Tasiujaq,YTQ,58.6678,-69.9558
Puvirnituq Airport,Puvirnituq,YPX,60.0506,-77.2869
Ormoc Airport,Ormoc City,OMC,11.057997,124.565322
Noatak Airport,Noatak,WTK,67.5661,-162.975
Savoonga Airport,Savoonga,SVA,63.6864,-170.493
Shishmaref Airport,Shishmaref,SHH,66.2496,-166.089
Ruby Airport,Ruby,RBY,64.7272,-155.47
Point Hope Airport,Point Hope,PHO,68.3488,-166.799
Mekoryuk Airport,Mekoryuk,MYU,60.3714,-166.271
Kivalina Airport,Kivalina,KVL,67.7362,-164.563
St Marys Airport,St Mary's,KSM,62.0605,-163.302
Kaltag Airport,Kaltag,KAL,64.3191,-158.741
Hooper Bay Airport,Hooper Bay,HPB,61.5239,-166.147
Gambell Airport,Gambell,GAM,63.7668,-171.733
Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk,ATK,70.4673,-157.436
Anvik Airport,Anvik,ANV,62.6467,-160.191
Anaktuvuk Pass Airport,Anaktuvuk Pass,AKP,68.1336,-151.743
Altay Airport,Altay,AAT,47.866667,88.116667
Tuzla,Null,,44.458656,18.724783
Fort Worth NAS,Dallas,,32.769167,-97.441528
Naypyidaw,Naypyidaw,ELA,19.6235,96.201028
Kyauktu,Kyauktu,,21.406667,94.130278
Jan Mayensfield,Jan Mayen,ZXB,70.961111,-8.575833
Bokepyin,Bokepyin,,11.267,98.767
Huanghua Intl,Changsha,HHA,28.189158,113.219633
Manzhouli,Manzhouli,NZH,49.566667,117.329444
Wuhai,Wuhai,WUA,39.794444,106.799444
Gary Chicago International Airport,Gary,GYY,41.6163,-87.4128
Brainerd Lakes Rgnl,Brainerd,BRD,46.398308,-94.138078
Greenbrier Valley Airport,Lewisburg,LWB,37.858333,-80.399444
Pitt-Greenville Airport,Greenville,PGV,35.635278,-77.385278
Chefornak Airport,Chefornak,CYF,60.149167,-164.285556
Oxnard - Ventura County,Oxnard,OXR,34.200833,-119.207222
Branson LLC,Branson,BKG,36.531994,-93.200556
Tongren,Tongren,TEN,27.884,109.31
Jinggangshan,Jian,KNC,26.8575,114.737222
Penn Station,Baltimore,ZBP,39.307222,-76.615556
Penn Station,New York,ZYP,40.7505,-73.9935
Niau,Niau,NIU,-16.119037,-146.368406
Stratton ANGB - Schenectady County Airpor,Scotia NY,SCH,42.85245555,-73.928866666
Begishevo,Nizhnekamsk,NBC,55.34,52.06
Bogovarovo,Bogovarovo,,58.8535,47.0114
Summit Camp,Greenland Ice Cap,,72.5795841916667,-38.4591850305556
Warri Airport,Osubi,QRW,5.31,5.45
Volkel,Volkel,,51.656389,5.708611
Sayak Airport,Siargao,,9.859097,126.014017
Langeoog Airport,Langeoog,LGO,53.7425,7.49778
Fane Airport,Fane,FNE,-8.55,147.083
Itokama Airport,Itokama,ITK,-9.2,148.25
Ononge Airport,Ononge,ONB,-8.583,147.2
Tapini Airport,Tapini,TPI,-8.35,146.983
Wanigela Airport,Wanigela,AGL,-9.333,149.15
Woitape Airport,Woitape,WTP,-8.533,147.25
Awaba Airport,Awaba,AWB,-8.014,142.75
Telefomin Airport,Telefomin,TFM,-5.117,141.633
Kappelen,Biel,,47.089167,7.29
Nelspruit Airport,Nelspruit,NLP,-25.5,30.9138
Cherkassy,Cherkassy,CKC,49.416666,32.1333
Gotska Sandon Heliport,Gotland,,58.392393,19.193142
Lauterhorn,Faro,,57.9521,19.0812
St. Augustine Airport,St. Augustine Airport,UST,29.959167,-81.339722
Mykolaiv International Airport,Nikolayev,NLV,47.0579,31.9198
Ramechhap,Ramechhap,RHP,27.394005,86.06144
Charles M Schulz Sonoma Co,Santa Rosa,STS,38.508978,-122.81288
Kissimmee Gateway Airport,Kissimmee,ISM,28.289806,-81.437083
Lake City Municipal Airport,Lake City,LCQ,30.181944,-82.576944
DeLand Municipal Airport,DeLand,,29.066944,-81.283889
Haller Airpark Airport,Green Cove Springs,,29.903021,-81.685923
Santa Lucia PNP Airstrip,Santa Lucia,,-8.337041,-76.385733
Logan-Cache,Logan,LGU,41.791,-111.852
Brigham City,Brigham City,BMC,41.552,-112.062
Malad City,Malad City,MLD,42.17,-112.289
Aspen Pitkin County Sardy Field,Aspen,ASE,39.2232,-106.869
Hilton Head,Hilton Head,HHH,32.216,-80.752
Barataevka,Ulyanovsk,ULV,54.268299,48.2267
Horog,Horog,,37.5,71.5
Sabi Sabi Airport,Sabi Sabi,GSS,-24.9415,31.4446
Philadelphia 30th St Station,Philadelphia,ZFV,39.9557,-75.182
KBWD,Brownwood,BWD,31.7936111,-98.9565
Mexia - Limestone County Airport,Mexia,LXY,31.6411783,-96.5144594
Kerrville Municipal Airport,Kerrville,ERV,29.9766667,-99.0854722
Birrfeld,Birrfeld,,47.4436,8.23361
Sussex Co,Georgetown,GED,38.689194,-75.358889
Seal Cove Seaplane Base,Prince Rupert,ZSW,54.3333,-130.283
Great Bend Municipal,Great Bend,GBN,38.344167,-98.859167
Hays Regional Airport,Hays,HYS,38.8422,-99.2732
Spirit Of St Louis,Null,SUS,38.662119,-90.652044
Ely Municipal,Ely,LYU,47.824444,-91.830833
Grand Rapids Itasca County,Grand Rapids MN,GPZ,47.211111,-93.509722
Thief River Falls,Thief River Falls,TVF,48.065556,-96.185
Eagle River,Eagle River,EGV,45.932333,-89.268283
Lakeland,Minocqua - Woodruff,ARV,45.927778,-89.730833
Ankeny Regl Airport,Ankeny,IKV,41.691389,-93.566389
Berens River,Berens River,YBV,52.358889,-97.018333
Corpus Christi NAS,Corpus Christi,NGP,27.692701,-97.290376
Seaplane Base,Port Simpson,YPI,54.566667,-130.433333
Avalon,Catalina Island,AVX,33.405,-118.415833
Mojave,Mojave,MHV,35.059364,-118.151856
Air Base,Interlaken,ZIN,46.6766,7.87908
Kenmore Air Harbor Inc Seaplane Base,Kenmore,KEH,47.7548,-122.259
Municipal,Corozal,CZH,18.3822,-88.4119
Inisheer,Inisheer,INQ,53.0647,-9.5109
Winterlandeplatz,Maennlichen,,46.610833,7.9425
Paketzentrum,Ostermundigen,,46.963,7.482
Strezhevoy,Strezhevoy,SWT,60.716667,77.65
Cashel,Cashel,,52.5158333,-7.8855556
Hutchinson Municipal Airport,Hutchinson,HUT,38.0655,-97.8606
Bagram AFB,Kabul,BPM,34.5646,69.1554
Al Kharj AFB,Al Kharj,,24.0346,47.345
Eagle County Airport,Eagle,EGA,39.6427611,-106.9159347
Oak Lawn Train Station,Oak Lawn,,41.7198242969588,-87.7488327026367
Wrigleyville,Chicago,,41.948958067066,-87.6587533950806
Gelendzik,Gelendzik,GDZ,44.566666666667,38.016666666667
Rosecrans Mem,Rosecrans,STJ,39.771944,-94.909706
Hartford Union Station,Hartford,ZRT,41.76888,-72.6815
Stamford Amtrak Station,Stamford,ZTF,41.046937,-73.541493
Newark Penn Station,Newark,ZRP,40.734722,-74.164167
Papa Airport,Papa,,47.3636,17.5008
Cuxhaven Airport,Cuxhaven,NDZ,53.768612,8.644722
Volk Fld,Camp Douglas,VOK,43.938956,-90.253433
BFT County Airport,Beauford,BFT,32.41083,-80.635
Adana-Incirlik Airbase,Adana,UAB,37.00028,35.41833
Gunnison - Crested Butte,Gunnison,GUC,38.533889,-106.933056
Xi\\'An Xiguan,Xi\\'AN,SIA,34.3767,109.12
Zamperini Field Airport,Torrance,TOA,33.803392,-118.339611
Manistee County-Blacker Airport,Manistee,MBL,44.2725,-86.246944
Hickam Air Force Base,Honolulu,,21.318681,-157.922427
Charlotte County-Punta Gorda Airport,Punta Gorda,PGD,26.919722,-81.990556
Grand Canyon Heliport,Grand Canyon,JGC,35.96666666,-112.13333333
Northern Aroostook Regional Airport,Frenchville,WFK,47.285556,-68.312778
Chautauqua County-Jamestown,Jamestown,JHW,42.153333,-79.258056
Riviere Rouge - Mont-Tremblant International Inc. Airport,Mont-Tremblant,YTM,46.409444,-74.78
Lake Cumberland Regional Airport,Somerset,SME,37.053611,-84.615556
Shenandoah Valley Regional Airport,Weyers Cave,SHD,38.263889,-78.896389
Devils Lake Regional Airport,Devils Lake,DVL,48.114444,-98.908611
Dickinson Theodore Roosevelt Regional Airport,Dickinson,DIK,46.7975,-102.801944
Sidney-Richland Municipal Airport,Sidney,SDY,47.706944,-104.1925
Chadron Municipal Airport,Chadron,CDR,42.8375,-103.095556
Alliance Municipal Airport,Alliance,AIA,42.053333,-102.803889
McCook Regional Airport,McCook,MCK,40.206389,-100.592222
Florida Keys Marathon Airport,Marathon,MTH,24.726111,-81.051389
Dawson Community Airport,Glendive,GDV,47.138611,-104.807222
LM Clayton Airport,Wolf Point,OLF,48.094444,-105.575
Yellowstone Airport,West Yellowstone,WYS,44.688333,-111.1175
San Luis Valley Regional Airport,Alamosa,ALS,37.435,-105.866667
Canyonlands Field,Moab,CNY,38.755,-109.754722
Ely Airport,Ely,ELY,39.299722,-114.841944
Vernal Regional Airport,Vernal,VEL,40.440833,-109.51
Sierra Blanca Regional Airport,Ruidoso,SRR,33.46285,-105.534751
Show Low Regional Airport,Show Low,SOW,34.265556,-110.005556
McCall Municipal Airport,McCall,MYL,44.889722,-116.101389
Lemhi County Airport,Salmon,SMN,45.123889,-113.881389
Mammoth Yosemite Airport,Mammoth Lakes,MMH,37.624049,-118.837772
Friday Harbor Airport,Friday Harbor,FRD,48.521944,-123.024444
Orcas Island Airport,Eastsound,ESD,48.708056,-122.910556
Anacortes Airport,Anacortes,OTS,48.498889,-122.6625
Astoria Regional Airport,Astoria,AST,46.157972,-123.878694
Newport Municipal Airport,Newport,ONP,44.580361,-124.057917
Emmonak Airport,Emmonak,EMK,62.786111,-164.490833
Unalakleet Airport,Unalakleet,UNK,63.888333,-160.798889
Ugnu-Kuparuk Airport,Kuparuk,UUK,70.330833,-149.5975
Shageluk Airport,Shageluk,SHX,62.692222,-159.569167
Chuathbaluk Airport,Chuathbaluk,CHU,61.579167,-159.215556
Nuiqsut Airport,Nuiqsut,NUI,70.21,-151.005556
Eek Airport,Eek,EEK,60.213611,-162.043889
Kasigluk Airport,Kasigluk,KUK,60.873333,-162.524444
Kwethluk Airport,Kwethluk,KWT,60.790278,-161.443611
Kwigillingok Airport,Kwigillingok,KWK,59.876389,-163.168611
Marshall Don Hunter Sr. Airport,Marshall,MLL,61.8646418,-162.026111
Russian Mission Airport,Russian Mission,RSH,61.775,-161.319444
Tuntutuliak Airport,Tuntutuliak,WTL,60.335278,-162.666944
Ekwok Airport,Ekwok,KEK,59.356944,-157.471111
Koliganek Airport,Koliganek,KGK,59.726667,-157.259444
Levelock Airport,Levelock,KLL,59.128056,-156.858611
Manokotak Airport,Manokotak,KMO,58.990278,-159.05
Twin Hills Airport,Twin Hills,TWA,59.074444,-160.275
Chalkyitsik Airport,Chalkyitsik,CIK,66.645,-143.74
Eagle Airport,Eagle,EAA,64.778056,-141.149722
Hughes Airport,Hughes,HUS,66.039167,-154.264722
Huslia Airport,Huslia,HSL,65.697778,-156.351389
Livingood Airport,Livingood,LIV,65.531111,-148.541111
Minto Airport,Minto,MNT,65.143611,-149.37
Nulato Airport,Nulato,NUL,64.729444,-158.074167
Rampart Airport,Rampart,RMP,65.507778,-150.140833
Tanana Airport,Tanana,TAL,65.179556,-152.075833
Venetie Airport,Venetie,VEE,67.008611,-146.366389
Beaver Airport,Beaver,WBQ,66.362222,-147.406667
Central Airport,Central,CEM,65.573889,-144.780833
Shungnak Airport,Shungnak,SHG,66.888056,-157.1625
Birch Creek Airport,Brich Creek,KBC,66.256708,-145.815319
Coldfoot Airport,Coldfoot,CXF,67.251389,-150.176111
Inyokern Airport,Inyokern,IYK,35.658889,-117.829444
Visalia Municipal Airport,Visalia,VIS,36.318611,-119.392778
Merced Municipal Airport,Merced,MCE,37.284722,-120.513889
Laguna de Los Patos International Airport,Colonia,CYR,-34.4564,-57.7706
Camelo,Camelo,,-33.963882,-58.288612
Amarais Airport,Campinas,CPQ,-22.8592,-47.1082
Phoenix Goodyear,Goodyear,,33.423725,-112.374456
Park City,Park City,,40.659444,-111.4997222
Toowoomba,Toowoomba,TWB,-27.542778,151.916389
Ballera,Ballera,,-27.408333,141.808333
Gatton,Gatton,,-27.5583000183105,152.341995239258
Arkalyk Airport,Arkalyk,AYK,50.2395,66.941
Hamburger Hafen,Hamburg,,53.542369,9.981592
Flugplatz Fehmarn-Neujellingsdorf,Neujellingsdorf,,54.455802,11.109273
Nabern Teck,Kirchheim-Teck,,48.3676,9.2863
Angoon Seaplane Base,Angoon,AGN,57.503611,-134.585
Elfin Cove Seaplane Base,Elfin Cove,ELV,58.195278,-136.3475
Tenakee Seaplane Base,Tenakee Springs,TKE,57.779722,-135.218333
Pelican Seaplane Base,Pelican,PEC,57.955278,-136.236389
Chatham Seaplane Base,Sitka,CYM,57.515,-134.946111
Funter Bay Seaplane Base,Funter Bay,FNR,58.254444,-134.897778
Excursion Inlet Seaplane Base,Excursion Inlet,EXI,58.420556,-135.449167
Hoonah Airport,Hoonah,HNH,58.096111,-135.409722
Kake Airport,Kake,AFE,56.961389,-133.910278
Craig Seaplane Base,Craig,CGA,55.478889,-133.147778
Hollis Seaplane Base,Hollis,HYL,55.481667,-132.646111
Metlakatla Seaplane Base,Metakatla,MTM,55.131111,-131.578056
Thorne Bay Seaplane Base,Thorne Bay,KTB,55.688056,-132.536667
Hydaburg Seaplane Base,Hydaburg,HYG,55.206389,-132.828333
Hyder Seaplane Base,Hyder,WHD,55.903333,-130.006667
Point Baker Seaplane Base,Point Baker,KPB,56.351944,-133.6225
Port Protection Seaplane Base,Port Protection,PPV,56.328889,-133.61
North Whale Seaplane Base,North Whale Pass,WWP,56.116389,-133.121667
Chignik Lake Airport,Chignik Lake,KCQ,56.255,-158.775278
Egegik Airport,Egegik,EGX,58.185556,-157.375556
Chignik Lagoon Airport,Chignik Lagoon,KCL,56.311111,-158.534167
Chignik Bay Seaplane Base,Chignik,KBW,56.295556,-158.401398
Perryville Airport,Perryville,KPV,55.906667,-159.160833
Pilot Point Airport,Pilot Point,PIP,57.585393,-157.571944
South Naknek Airport,South Naknek,WSN,58.702222,-157.0025
Akhiok Airport,Akhiok,AKK,56.938611,-154.1825
Karuluk Airport,Karluk,KYK,57.566944,-154.450278
Larsen Bay Airport,Larsen Bay,KLN,57.535,-153.976667
Old Harbor Airport,Old Harbor,OLH,57.218056,-153.269722
Ouzinkie Airport,Ouzinkie,KOZ,57.922876,-152.500511
Port Lions Airport,Port Lions,ORI,57.885278,-152.846111
Alitak Seaplane Base,Lazy Bay,ALZ,56.899444,-154.247778
Amook Bay Seaplane Base,Amook Bay,AOS,57.471389,-153.815278
Kitoi Bay Seaplane Base,Kitoi Bay,KKB,58.190833,-152.370556
Moser Bay Seaplane Base,Moser Bay,KMY,57.025556,-154.145833
Olga Bay Seaplane Base,Olga Bay,KOY,57.161389,-154.229722
Port Bailey Seaplane Base,Port Bailey,KPY,57.93,-153.040556
Port Williams Seaplane Base,Port Williams,KPR,58.49,-152.582222
Seal Bay Seaplane Base,Seal Bay,SYB,58.166667,-152.5
San Juan - Uganik Seaplane Base,San Juan,WSJ,57.730278,-153.320556
West Point Village Seaplane Base,West Point,KWP,57.77,-153.548889
Zachar Bay Seaplane Base,Zachar Bay,KZB,57.55,-153.75
Ambler Airport,Ambler,ABL,67.106389,-157.8575
Buckland Airport,Buckland,BKC,65.981667,-161.149167
Bob Baker Memorial Airport,Kiana,IAN,66.975833,-160.436667
Kobuk Airport,Kobuk,OBU,66.912222,-156.897222
Robert Curtis Memorial Airport,Noorvik,ORV,66.8175,-161.022222
Selawik Airport,Selawik,WLK,66.6,-159.985833
Brevig Mission Airport,Brevig Mission,KTS,65.331389,-166.465833
Elim Airport,Elim,ELI,64.615,-162.270556
Golovin Airport,Golovin,GLV,64.550556,-163.007222
Teller Airport,Teller,TLA,65.240278,-166.339444
Wales Airport,Wales,WAA,65.6225,-168.095
White Mountain Airport,White Mountain,WMO,64.689167,-163.412778
Council Airport,Council,CIL,64.897778,-163.703333
Koyuk Alfred Adams Airport,Koyuk,KKA,64.939444,-161.154167
St. Michael Airport,St. Michael,SMK,63.49,-162.110278
Shaktoolik Airport,Shaktoolik,SKK,64.371111,-161.223889
Stebbins Airport,Stebbins,WBB,63.515833,-162.278056
Tin City LRRS Airport,Tin City,TNC,65.563056,-167.921667
Atka Airport,Atka,AKB,52.220278,-174.206389
Nikolski Air Station,Nikolski,IKO,52.941667,-168.848889
Icy Bay Airport,Icy Bay,ICY,59.968889,-141.661667
Yakataga Airport,Yakataga,CYT,60.081901,-142.493611
Alakanuk Airport,Alakanuk,AUK,62.68,-164.66
Sheldon Point Airport,Nunam Iqua,SXP,62.520556,-164.847778
Kipnuk Airport,Kipnuk,KPN,59.933056,-164.030556
False Pass Airport,False Pass,KFP,54.8475,-163.410278
Nelson Lagoon,Nelson Lagoon,NLG,56.0075,-161.160278
Port Moller Airport,Cold Bay,PML,56.006111,-160.560833
Klawock Airport,Klawock,KLW,55.579167,-133.076111
Quinhagak Airport,Quinhagak,KWN,59.755,-161.845278
Kotlik Airport,Kotlik,KOT,63.030556,-163.532778
Koyukuk Airport,Koyukuk,KYU,64.875833,-157.730556
Scammon Bay Airport,Scammon Bay,SCM,61.845278,-165.571389
Nondalton Airport,Nondalton,NNL,59.966944,-154.851667
Pedro Bay Airport,Pedro Bay,PDB,59.782222,-154.1325
Nunapitchuk Airport,Nunapitchuk,NUP,60.905833,-162.439167
Kongiganak Airport,Kongiganak,KKH,59.960833,-162.881111
Nikolai Airport,Nikolai,NIB,63.010833,-154.383889
Takotna Airport,Takotna,TCT,62.971944,-156.082778
Pilot Station Airport,Pilot Station,PQS,61.934444,-162.899444
Akiak Airport,Akiak,AKI,60.902778,-161.230556
Tuluksak Airport,Tuluksak,TLT,61.096944,-160.969444
Grayling Airport,Grayling,KGX,62.894444,-160.065
Wainwright Airport,Wainwright,AIN,70.638056,-159.994722
ZAPALA,ZAPALA,APZ,-38.9755,-70.113581
Rincon de los Sauces,Rincon de los Sauces,RDS,-37.390617,-68.904211
Colonia Sarmiento,Colonia Sarmiento,OLN,-45.6,-69.083333
Grytvyken,Grytvyken,,-54.276667,-36.511667
Rio Turbio,Rio Turbio,RYO,-51.533333,-72.3
Puerto Natales,Puerto Natales,PNT,-51.733333,-72.516667
Caleta Olivia,Caleta Olivia,CVI,-46.4333,-67.5333
Fitz Roy,El Chalten,,-47.033333,-67.25
Sierra Grande,Sierra Grande,SGV,-41.592,-65.341
Ingeniero Jacobacci,Ingeniero Jacobacci,IGB,-41.3,-69.5833
Lago Posadas,Lago Posadas,,-47.533333,-71.75
El Chalten,El Chalten,ELX,-49.328889,-72.93
Chenega Bay Airport,Chenega,NCN,60.077222,-147.991944
Chisana Airport,Chisana,CZN,62.071111,-142.048333
Tok Junction Airport,Tok,6K8,63.329444,-142.953611
Circle City Airport,Circle,IRC,65.827778,-144.076111
Coffman Cove Seaplane Base,Coffman Cove,KCC,56.014722,-132.833889
Crooked Creek Airport,Crooked Creek,CKD,61.867778,-158.135
Red Devil Airport,Red Devil,RDV,61.788056,-157.350278
Sleetmute Airport,Sleetmute,SLQ,61.700566,-157.165833
Stony River 2 Airport,Stony River,SRV,61.7875,-156.591111
Healy River Airport,Healy,HKB,63.8675,-148.968889
Kake Seaplane Base,Kake,KAE,56.973056,-133.945556
Klawock Seaplane Base,Klawock,AQC,55.554658,-133.101693
Minchumina Airport,Lake Minchumina,MHM,63.886111,-152.301944
Manley Hot Springs Airport,Manley Hot Springs,MLY,64.9975,-150.644167
St. George Airport,St. George,STG,56.577222,-169.663611
Tatitlek Airport,Tatitlek,TEK,60.8725,-146.691111
Ketchikan harbor Seaplane Base,Ketchikan,WFB,55.344444,-131.663333
Fox Harbour Airport,Fox Harbour,,45.87,-63.461111
Natuashish Airport,Natuashish,,55.913889,-61.184444
Postville Airport,Postville,YSO,54.910278,-59.785278
Kangiqsujuaq - Wakeham Bay Airport,Kangiqsujuaq,YWB,61.588611,-71.929444
Alma Airport,Alma,YTF,48.508611,-71.641389
Havre Saint-Pierre Airport,Havre-Saint-Pierre,YGV,50.281944,-63.611389
Rimouski Airport,Rimouski,YXK,48.478056,-68.496944
Vakarufahli Island,Vakarufahli Island,,3.578742,72.902075
Vakarufalhi Island,Vakarufalhi Island,,3.578742,72.902075
Tadoule Lake Airport,Tadoule Lake,XTL,58.706111,-98.512222
Lac Brochet Airport,Lac Brochet,XLB,58.614167,-101.468889
South Indian Lake Airport,South Indian Lake,XSI,56.792778,-98.907222
Brochet Airport,Brochet,YBT,57.889444,-101.679167
Little Grand Rapids Airport,Little Grand Rapids,ZGR,52.045,-95.466111
Cross Lake - Charlie Sinclair Memorial Airport,Cross Lake,YCR,54.610833,-97.760278
Red Sucker Lake Airport,Red Sucker Lake,YRS,54.167222,-93.557222
Rainbow Lake Airport,Rainbow Lake,YOP,58.491389,-119.407778
Bonnyville Airport,Bonnyville,YBY,54.304722,-110.741111
Nanaimo Harbour Water Airport,Nanaimo,ZNA,49.183333,-123.95
Ganges Water Aerodrome,Ganges,,48.85,-123.5
Bedwell Harbour Water Aerdrome,Bedwell Harbour,,48.75,-123.233333
Qualicum Beach Airport,Qualicum Beach,XQU,49.337222,-124.393889
Fort St. James - Perison Airport,Fort St. James,YJM,54.397222,-124.262778
Boundary Bay Airport,Boundary Bay,YDT,49.073889,-123.0075
Langley Regional Airport,Langley Township,,49.101111,-122.630556
Bella Bella Airport,Bella Bella,ZEL,52.139722,-128.063611
Sechelt Aerodrome,Sechelt-Gibsons,YHS,49.460556,-123.718611
Wekweeti Airport,Wekweeti,,64.190833,-114.076667
Campo Cuatro Milpas Airport,Guasave,,25.651944,-108.538056
Isla de Cedros Airport,Cedros,,28.0375,-115.189444
Cabo San Lucas International Airport,Cabo San Lucas,,22.9475,-109.937081
Bahia Tortugas Airfield,Bahia Tortugas,,27.705278,-114.911111
Palo Verde Airport,San Bruno,PVP,27.093056,-112.098889
Ziyaraifushi,Ziyaraifushi,,4.531313889,73.373325
Brussels Gare du Midi,Brussels,ZYR,50.8,4.4
Caye Chapel Airport,Caye Chapel,CYC,17.683611,-88.045
Big Creek Airport,Big Creek,BGK,16.516667,-88.416667
Dangriga Airport,Dangriga,DGA,16.966667,-88.216667
Placencia Airport,Placencia,PLJ,16.536944,-88.361667
Sartaneja Airport,Sarteneja,SJX,18.355556,-88.130833
Huehuetenango Airport,Huehuetenango,,15.314722,-91.476111
Corn Island Airport,Corn Island,RNI,12.168611,-83.0675
Bonanza Airport,Bonanza,BZA,14.041667,-84.630556
Rosita Airport,Rosita,RFS,13.897222,-84.404722
Siuna Airport,Siuna,SIU,13.716667,-84.776944
Waspam Airport,Waspam,WSP,14.737778,-83.975833
San Carols Airport,San Carlos,,11.133333,-84.783333
Carrillo Airport,Carrillo,RIK,9.866667,-85.483333
Fussen,Fussen,FUS,47.585,10.6866
John A. Osborne Airport,Montserrat,,16.791389,-62.193333
Monte Plata Batley Juan Sanchez Field,Monte Plata,,18.81,-69.79
Constanza Airport,Constanza,COZ,18.907626,-70.719852
Negril Aerodrome,Negril,NEG,18.34,-78.335556
Bochum Railway,Bochum,EBO,51.478506,7.222781
Fliegerhost ,Kaufbeuren,KFB,47.874,10.6294
Munich Railway,Munich,ZMU,48.1408,11.555
Nuernberg Railway,Nuernberg,ZAQ,49.446389,11.081944
Jose Aponte de la Torre Airport,Ceiba,RVR,18.245278,-65.643333
Aeropuerto Internacional Valle del Conlara,Merlo,RLO,-32.349803,-65.179932
Charlotte Amalie Harbor,Charlotte Amalie,,18.338611,-64.940833
Christiansted Harbor Seaplane Base,Christiansted,SSB,17.747222,-64.705
Alto Rio Senguer Airport,Alto Rio Senguer,ARR,-45.016667,-70.816667
Jose de San Martin Airport,Jose de San Martin,JSM,-44.016667,-70.466667
Uyuni Airport,Uyuni,UYU,-20.466667,-66.833333
Augsburg Railway,Augsburg,ZAU,48.3655,10.8863
Mannheim Railway,Mannheim,ZMA,49.479633,8.469858
